Id,Sentiment,Text
4777,neutral,sambat aku fan demi kesehatan mental aku tidur siang dulu yaw 
4778,neutral,aku gapake nr tapi pake vaseline lip therapy
4779,neutral,aku emang jodohmu saiank ciyom dulu sini 
4780,neutral,viralkeun tuiips 
4781,neutral,motor dua pintu apa karna pengaruh bucheen kamu jdiemakin bodoh ka 
4782,neutral,hmm macam kakak aku la aku woi kan dia terus repot kat ibu smh
4783,negative,sing ayu wae tok sio sio opo meneh aku sing elek mas mungkin wis tok tendang tekan pluto kono 
4784,negative,aku kiciwa sama diri aku paksyet 
4785,neutral,main ini yuk aku gabut sangat 
4786,neutral,ya mau atuh aku mo pixynya aja 
4787,negative,jangan kau ungkit jangan tinggalkan aku jfclosedday
4788,positive,hahaha baik lah nanti balik aku mintak 
4789,negative,eh aku tak pernah menangis pun dah sekolah menengah dah kowt still nangis lagi aku rasa kau mungkin hati batu or takda perasaan kowt
4790,neutral,aku dahh tggal sorangg lain dah sold out
4791,positive,warga bangladesh ni bagus kalau part pi awal masjid pakai pun kemas aku lalu sebelah depa tadi tudiaaaa bau sabun baby johnson baguih2
4792,neutral,ustaz ckp beg aku ni rosmah gi pasar pon dia x nak bwk ya allah first class dh kena hina 
4793,positive,aku terima nikahnya dengan mas kahwin bacaanurah al fatihah dear future wife nanti kita kahwin saya sedekahkan al fat 
4794,positive,kamu bisa mang kamu pasti bisaa mangats mang ojol 
4795,neutral,bagi tau aku rakyat biasa mana yg akan makan na 
4796,neutral,tapi dia still pondan 
4797,neutral,aku perhatikan setiap butir2 air hujan yang jatuh ke tanah ingin sekali aku mengira setiap butiran air hujan 
4798,negative,paling babi bila aku dah beli phone almost 4k lepastu senang senang nak turunkan 1k wth man im pissed off 
4799,neutral,ya allah kemana saja aku iniampe baru tau kalo ada band yang keren seperti eleventwelfth katrok sekali hamba heuheuheu
4800,neutral,bukan aku kan lagi pangkas foll nih nah foll ku bisanya diatas 150 gitu
4801,negative,sakitan mana sama ga di kasih kabar sama dosen 
4802,neutral,making love masih sendiri yuk cari pasanganmu pakai aplikasi blued pastikan kamu udah punya blued versi baru link 
4803,positive,rlt oqe plg tidak kamu sudah jujur 
4804,positive,nama di rubah jadi mbak cantik makasih loo mba sering sering aja aku jadi geer 
4805,neutral,ong hari ini pake jam tangan untung aku away dari twitter
4806,positive,alhamdulillah masih hidup lagi aku huhuhu
4807,negative,aku moh dijodohake moh pkke
4808,neutral,giveaway karena kemaren aku udah nazar kalo jaehyun jinsoul ada moment amp loona dateng ke nnr aku bakal bikin giveaway 
4809,negative,betui ke orang cakap lelaki suka awek brutal tapi kenapa aku yang brutal ni kena tinggal juga 
4810,negative,aku wong jowo cok 
4811,neutral,iya mikh nunggu kalian dateng tuh dari aku sd sampe sekarang udah maedih nungu lama lama 
4812,neutral,aku bolos kemaren g
4813,neutral,giveaway tshi asian gamesaya mau adain giveaway tshirt official asian games 2018 untuk 1 orang cuma ada ukuran 
4814,positive,kamu perhatian aku tambah sayang 
4815,neutral,sekarang aku dah ade jawapan kenape bawang selalu kena tumbuk hm 
4816,neutral,aku udah lulus sini
4817,neutral,ada yang minat nak buat artwork pattern ala2 mandalaemalam aku try plugin mirrorme dalam illustratorenang gila nak b 
4818,negative,member aku ni main game macam gi jihad 
4819,neutral,mager hehe kamu juga yaa
4820,neutral,masalahnya kau bangga kot kena cat called ngan mat salleh ingat ktorg lupa 
4821,positive,hahaha galaq tp lucu aku tuh mbak wkwkwk
4822,neutral,fyi for youth information tahukah kamu indonesia berperan aktif sebagai salah satu penyumbang sampah terbesar di du 
4823,positive,kamu bagaikan peri hari hari yg menemani aku dan membuatku tak sepi iyakamu
4824,neutral,ntar waktunya aku menang gakah 
4825,neutral,ko ni aku nak luah apa nanti aku dah lah taksuka pendam haha
4826,neutral,kakak mau jelasin gk ke aku aku teh gk paham apa 
4827,positive,bestfriend aku jelah yang boleh faham aku sepenuhnya yang tahu time bila aku moody aku sedih aku happy amp everything di 
4828,negative,kadang2 aku rasa kau terpaksa kau tak rela pun tapi sebab nak menjaga hati 
4829,neutral,haha biasa je just sedih la asyik berjemur kat panas hmm aku tak sabar nak habis je weh
4830,neutral,kalau dikasi pilihan aku lebih pilih ngintip mamah muda dari pada gadi kalau kamu bro 
4831,positive,kamu ngga sendiri 
4832,positive,kalau kau lupa aku siap ah kau
4833,neutral,lee jeno apa yang kamu lakukan 
4834,neutral,3 org yg tadi itu termasuk adik ku ya ahaha mmng sih sebelum nya mamak ku temakan cakap dari mamak2 yg lain ini tp 
4835,positive,kek aku nggemesin yaaa asli produk lokal wee
4836,neutral,kaya snowith ku itu cm aku nga mau di cium2 
4837,neutral,kalo akuering liat gituan t 
4838,positive,beli dong nanti beliin aku juga 
4839,positive,hehe tau aja kamu
4840,neutral,hai aku abis isi form tolong dicek ya thank you 
4841,neutral,dm hotelnya nder aku study tour rencananya mau ke jogja 
4842,negative,kucari kamu kutemui kau berubaaaaaah 
4843,neutral,namanya arif ke aku je ke yg x tahu ni mesti aku save utk short term memory je ni 
4844,neutral,wahhh case chanyeol ada pink2 nya gituama dong aku juga baru beli case baru
4845,negative,terima kasih untuk kawan baik aku yang pernah tinggalkan aku niebenarnya aku lagi rela kau pergi dari stay dengan aku 
4846,neutral,give away karena aku baru aja ngajuin perbaikan tiket karena kesalahan nama di tiket pesawat jadi aku mau adain give 
4847,positive,aku membela pancasila pada saat yg sama pki mrlakukan kudeta berdarah karena kudeta itu tak berhasil pki lalu diganyang ha 
4848,neutral,mau lihat aku buka semuapecial for member only 
4849,negative,kau expect org suke jemputannya ditolak 
4850,negative,dah download tapi terpaksa uninstall sebab tak cover penang 
4851,positive,aku banget yaallah tiap di kampus ngeluarin binder lah ambil kotak pensil lah ngeluarin bolpoin ma 
4852,neutral,ada kunjungan dari kyunghee university dan dosennya tau nuest btw dosennya udah ahjumma eo kamu fansnya nuest 
4853,neutral,biarin ajaa dia gk ngasih2 duit lg jd aku lg deketin bang pd aja
4854,positive,diriku sendiri karena aku adalah idaman 
4855,positive,aku mau kerja di sana 
4856,negative,bukan aku lagi ga mood baking tapi baking bisa ningkatin moodku perubahan mindset kecil kyk gini bisa ngerubah 
4857,neutral,kalaulah overthink ni boleh buat duit dah lama aku kaya 
4858,neutral,idm amiii kasih tau aku mata jimin kenapa ya apa dia pake kacamata biar army gak khawatir itu tetep ke 
4859,negative,aku memang push kau aku peduli apa
4860,positive,aduh percaya deh gak ada yg gak mungkin di dunia ini kalau beneran gue dapet 1m dari gojek tgl 19 nanti wkwkwkwkwkwwkw 
4861,neutral,ah kamu 
4862,negative,hahahha apa ni aku gak ngerti dong 
4863,neutral,dari sudut pandang aku ipt ni adalah tempat kau dibenarkan untuk membuat kesilapan pensyarah dibayar untuk mendengar ide 
4864,neutral,padahal seulgi bias cewek yg paling aku sayang jimin juga bias wrecker di bts tapi kenapa aku gabi 
4865,negative,aku mati gk ada yg nafkahin km
4866,neutral,tebak header aku itu siapa 
4867,neutral,12eptember 2018 hari selasa kemarin pacarku kerja pagi dari jam 7 jam 4 disini posisinya kita lagi ldr gara2 aku m 
4868,negative,keeping all the money money yang banyak ya allah takut sangat sebenarnya duit orang duit dana aku dari zaman se 
4869,neutral,aku penah skola dkt oversea selama 3 tahun rilek je kami bwk phone tp boleh digunakan waktu rehat ja masa ke 
4870,neutral,aku pikir hari ini tumben kamu gak ngaca taunya tetep aja ngaca dulu 
4871,neutral,main kerincing lah takpun clarinet aku itu jer yg reti 
4872,positive,aku mau 
4873,neutral,apa masalah orang yang suka pandang serong kat orang yang kerja supermarket ke kat mall dan semua yang berkaitan la 
4874,neutral,hallo aku niar umur 24th tinggi 157cm berat badan 55 57kg bra 34b kulit sawomatang aku stay diurabaya bisa pri 
4875,neutral,amik aku bosskur
4876,neutral,at first aku ingat aci mana td hahaha takkan auto follow lak kut kah kah kah kah 
4877,positive,aku dah moveon tau kenapa senyum dekat aku tdi aku dah cair balik 
4878,neutral,pic ke3 comeynye dia dia mcm eh eh aku lempang kang
4879,neutral,10 pc game online terbaik 2018 kamu harus coba komangam blogs 
4880,neutral,apakah aku kamu dan mereka the agent of change jadilah pelaku perubahan walau hanya dilingkup diri sendiri da 
4881,positive,aku beruntung 
4882,neutral,kenapa berat badan aku selalu 48kg 
4883,neutral,haaaai karena bulan lalu aku resmi masuk ptn dan udah janji mau bikin giveaway hadiahnya sunscreen skin aqua spf 30 masi 
4884,neutral,yowes bener juga sih aku kira dia sebelah ono
4885,neutral,lepas aku graduate nanti aku nak buat strategi kewangan macam ni 
4886,positive,taklah menarik sangat dua sim camera tambah s tukar plus kpd max apa yg buat aku tertarik dari dulu sampai 
4887,neutral,assalamu alaikum coba tebak aku sedang dimana 
4888,positive,iya papah aku hadir
4889,neutral,kamu nge chat dia 5 bar dia bales kamu cuma 1 bar itu pun cuma emote jempol itu pun dibales chatnya kalau dia sempe 
4890,negative,jadi cuma aku yang selalu kangen lebih dulu 
4891,negative,kok qm jhtm aku
4892,positive,jika suatu saat nanti ada yang mencintai kamu dengan segenap hatinya jagalah dia baik baik teens abel
4893,neutral,rlt kalian seneng ga sih kalo cowo cewe kalian hafal keseharian kalian terus ditanyain gitu ex aku tiap libur gt selalu k 
4894,neutral,ada tertengok or terdengar cerita gangbang baru baru ni hahaha famous orang kampung aku yayat jangan ajak kawan 
4895,positive,aku mau diresmiin sama kamu 
4896,neutral,anakmp udah jago sange klau kamu maz 
4897,neutral,tapi kan aku anak facebook 
4898,negative,yg satu udh cat rambut lagiedih aku tu jdnya 
4899,neutral,kamu punya berapa banyak topi 5 maybe 
4900,neutral,aku buka soalan terus selak bahagian b dekat pelan dongakan bumi sebagai sfera punya soalan pun susah 
4901,negative,wait kok jadi aku yang dipalakin jfclosedday
4902,neutral,nctzh kamu lg jalan sendirian di koridor sekolah mau pulang eh didepan banyak anak cowok ternyata hc weh ada cewek 
4903,negative,lihat aku aku juga ingin diperhatikan pernah kamu bertanya padaku apa aku baik2 saja aku disini aku ada aku h 
4904,neutral,aku yakin para korban hari ini jika dia sedang depresi pelampiasan masalahnya di tuangkan ke seni bermain musik bah 
4905,negative,twitter skrg byk remind aku yg aku single je
4906,neutral,bila member yang selalu buat lawak hambar and for the first time dia buat aku gelak and i be like 
4907,neutral,giveaway ale product natural pacific fresh herb tapi yang kemasan lama aku belinya di schminkhaus ya sekitar akhir 
4908,neutral,hahaha faker kenot aku dah stop sbb nak jawab dengan sober 
4909,neutral,aku suruh adik aku beli 2 benda ni je pakai kad aku and cakap kat dia beli la apa apa untuk dia aku expect dia bel 
4910,positive,aku hanya ingin mencintai orang yang memiliki rasa cinta hanya padaku untuk selamanya
4911,neutral,huhu oke makasih masternim aku pake soalnya wkwkw takut gimana aja
4912,negative,udah yang sabar paling ya jodohnya kamu bukan dia sambil ngelus punggung temen saya saya bilang gitu lhadalah 
4913,negative,memang junior skrng tak reti hormat senior ke aku dulu senior tegur pasal sangul aku dah malu gila kot nih aku 
4914,neutral,hahaha btw kau sorok kat mana rumah aku cun ni jiran india dia x kisah sgt pon
4915,neutral,aku naik ngan driver yang tak reti bawak kereta
4916,neutral,liludin zah aku makan dl baru on gapapa 
4917,positive,aku suka liat kamu ketawa seperti ini jaga senyum dan tawa mu my bear karna kamu sumber kebahagiaan ku saran 
4918,negative,dia nya nakal masa aku lagi liatin sesuatu dia lansung cium akuu lt 
4919,positive,kalau kamu ingin sukses cuma satu kata kuncinya jangan pernah menyerah 
4920,positive,hahahahahaaa
4921,positive,aku rasa macam nak bercerita la malam ni hahahaha tajuk yang aku nak cerita ni pasal kekasih yang tak wujud ya ini 
4922,neutral,sharing dvd wannaone conce minat rep nanti aku dm mau tanya juga boleh tolong bantu retweet 
4923,neutral,andai aku punya pengaman kek gitu buat hati
4924,neutral,bagi sikit rasa kau tu kat aku
4925,neutral,23 umur yang circle of friends aku ramai yang nikah ada jugak yang dah dijemput dia and here i am still feeling too young 
4926,neutral,persija kamu jarangendiri curvaud on tour persijaselamanya 
4927,positive,thanks kk nnti aku bikin fsnya ya 
4928,negative,aku benci tapi aku harus katakan ya
4929,neutral,kalau korang stress korang buat apa share kan kalau aku buh earfone dekat telinga buka suruh ayat suci al quran 
4930,neutral,aigooo bukan acakin rambutnya aku baru dapat pekerjaan 
4931,neutral,ini bahasa sunda artinya jijik risih kalau bahasa gaulnya reaksi kamu untuk sesuatu yang ew tap 
4932,neutral,hello jisoo inget aku gak 
4933,neutral,bestnya perasaan tu imissmyfriend too ja 
4934,negative,aku diam bukan tak amik kisah langsung kadang kadang tu stalk jugak 
4935,negative,lihat ternyata janjimu memang sekadar frasa menenangkan namun hanya sementara jika iya mana buktinya aku menunggu namun 
4936,neutral,giveaway foreptember boys' bday rules follow aku love video project ini reply mau hadiah nomer brp ucapi 
4937,neutral,malu la kalau duk nilai tak pernah makan dekat sini menu dari sarapan ke minum petang mee bandung dgn roti 
4938,negative,dah dah lah tu blame aku in everything
4939,negative,pernah lagi curhat ama temen deket akunya ampe nangis2 gitu ditengah nangis bisa2nya kentut amp bunyi 2x akhirnya 
4940,neutral,sesungguhnya penguasaan diri adalah penanda dari kedewasaan seseorangelamat buat kamu yang memang benar benar sudah b 
4941,neutral,she is a strong woman yang aku pernah jumpa ' 
4942,neutral,ngetik jempol biasa aja ngetik panjang jempol gemeter lalu kaku sesaat kapan kamu bisa lemes kaya biasa lagi jempolku 
4943,neutral,lata meraung sebelum dan selepas jadi korang masih nak pejam mata ke dengan pembalakan ni aku harap orang balak ni dudu 
4944,positive,golden sumpah dia loyal banget walaupun udah gede juga aku jadi kangen punya mbah buyut ku 
4945,positive,siapapun itu masalahnya bukan siapa atau kenapa tapi gimana cara kita melihat dn terlihat bukan kata aku juga 
4946,neutral,emang wina doang yg bisa maen twitter aku juga bisa btw kerjaan gimna ni 
4947,positive,mygooddddnessss boss aku baru beli kerusiecret lab throne 2018 series lawa gila hahahahaha t t baru siap pasang ni
4948,positive,bener bgt jadi jangan sembarangan kalo udah di sana jangan banyak tingkah ngomong dijaga aku yg cuma nola 
4949,neutral,dari praktikal beb aku tak balik soooooo bagi lah peluang
4950,negative,aku menyesal tlah membuatmu pergi kini diam diam aku merindu dan dalam tunggu aku selalu berharap kau cepat kembali pu 
4951,neutral,maaf aku dollar opp g
4952,positive,oh tuhan tolong aku sampaikan pesan ini padanya agar dia tahu bahwa kini aku jatuh cinta afgan pesan cinta updatelirik
4953,neutral,mane ade dramaaaebab jadi kat kawan sekolah aku sendiri 
4954,positive,omg kamu harus melihat ini bigolive gt 1king nama dibaju 
4955,positive,hahahahahaha kenyal kenyal berasa yupie ya aku 
4956,neutral,mak selalu cakap doa yang baik2 jelah but untuk syaiton bertopengkan manusia macam kauo sorry man aku 
4957,positive,maknanya isteri kedua ku baru form 1 hahah
4958,neutral,hi mohon maaf mengenai kendala kamu bisa langsung konfirmasi ke pihak merchant terkait pastikan limit akun kr 
4959,neutral,para mahasiswa yuk ketahui pentingnya program leadership program leadership memang sangat 
4960,neutral,construction ni buat aku jem la sumpah
4961,neutral,aku baru tau jeno bisa main gitar gemesh nctea 
4962,positive,iyaa kaa t t iyaka aminn kita berdoa agar mx bisa kesini pas mondoongie aku masii baik baik saja 
4963,neutral,ini foto siapa yang oh itu temen aku yang oh jadi sekarang suka nyimpen foto cewe lain itu cuma tem 
4964,neutral,abuja real version 
4965,positive,aku kalau pegi ecm kan mmg aku hanya guna toilet gsc jebb bersih gilaaa siap steady boleh berakk lagi hahahahaha
4966,negative,hah gimana gimana 
4967,positive,kamu itu seperti bintang tidak selalu bisa kulihat dan kutemui tapi selalu ada di hati dan pikiranku teens rika
4968,positive,kenapaih kamu tuh kaloenyum bikin aku meleleh 
4969,positive,trimakasih sobat twater trimakasih berkatmu aku jdi boros hari ini hehe 
4970,neutral,aku nasihatkan kalau resign please la tukar numberakit hati wey ari2 call tanya pasal kerja 
4971,negative,gak ah nanti kamu halunya nambah tinggi 
4972,negative,entahlah der aku takde feeling apa grad stpm ni act mcm yelah nak meriah pun aku standart sekolah je lain lah k 
4973,positive,kebahagiaan tidak akan habis hanya karena membaginya ketahuilah kebahagiaan bertambah ketika kamu bersedia untuk berbag 
4974,positive,ahh gituu maniss banget soalnya hehe btw semangat loving yourselfnya kak aku juga masih struggling 
4975,neutral,kalaulah mengantuk tu satu penyakit mesti aku dah stage 4 dah kat icu dah nak mati dah madah ngantuk 24 7
4976,neutral,kalo bener hyewon yg buat aku cuma mau bilang mamam tuh yg katanya dia gabisa apa2 dan cuma ngandelin visual he h 
4977,negative,aku dah cuba untuk menjadi yg terbaik tapi kau x pernah nampak
4978,neutral,aku g kurus boo 
4979,neutral,dirimu gak tidur2 sis
4980,negative,eh emang rpp apa wkwk wah aku salah permikiran
4981,neutral,ngapain kamu nangkring di smut pulang2 
4982,negative,cuuukkkk mbak ya allah pengen misuh ngekek 
4983,positive,kzl gini doang ngakak aku tuh 
4984,negative,sayang jangan gitu dong aku takkan berbohong aku akan jujur sayang aku tak akan berdustaaaa
4985,neutral,adik aku gitu gok mari mari oi
4986,neutral,jono ya bu apa makna kemerdekaan bagi kamu bagi jono kemerdekaan itu gak tergantung lagi sm mantan muridkampret
4987,neutral,aku ingatkan kulit muka je yg boleh kering tapak kaki aku pun boleh kering 
4988,neutral,rezeki masing masing siapa aku nak mempersoalkan 
4989,negative,aku bukan siapa siapa untukmu karena aku hanya bot
4990,positive,kalau kau ajak aku pun memang aku tak nak pergi tapi kau kena jugak ajak aku aku lebih suka tolak jemputan orang daripa 
4991,positive,ayuk sini sama aku
4992,neutral,malu la kalau duk nilai tak pernah makan dekat sini menu dari sarapan ke minum petang mee bandung dgn rotiambal t 
4993,neutral,iya aku kalo mau makan cuci tangan pake air aja gapake sabun gatau knp mikir ntar tanganku pas makan ra 
4994,neutral,kebiasaan emang kaulaa
4995,neutral,hp lu 3jt an jir pas baru rilis lah hp gue cuma 2jt an kurang pas baru rilis
4996,neutral,mikh aku mau tanya apa benar orang yg namanyalamet kalo pergi ke inggris ganti jadi congratulation 
4997,negative,sangat dan aku kesal sekali
4998,neutral,ya allah aku jawab kertas math ke kertas addmath tadi 
4999,neutral,ehh ada aku dlm tu 
5000,positive,aku dong
5001,negative,ceritaeram di hostel ada satu malam tuh aku ade dengar orang menangis depan bilik then aku buka pintu aku na 
5002,positive,hahaha kenapa orang sekeliling aku macam ni eh
5003,negative,ew over cringe aku dibuatnya
5004,negative,3rd wheel nanaman aku
5005,negative,tika hujan tibaeringkali aku bermonolog sendirian di dalam hatiku aku berbicara dengan hati kecilku sendiri t 
5006,negative,gamau ah kamu bau 
5007,neutral,cardholders hari ini makan siang dimana kalau belum ada rencana langsung saja ke marugame udon yuk cardholders nikmati 
5008,neutral,kan gif yuta kamu pada hilang ini aku kasih lagi nih 
5009,positive,hahahahhahha aku tak macing dah oii sebab aku selalu dapat stok papazola sis gibab
5010,negative,maaf ya hyung gajadi bareng aku sama temenku 
5011,positive,iya cuma kamu cuma kamu mas cuma kamu 
5012,neutral,apa cuma aku kalo mau tidur sering kepikiran org yang kita sayangi atau yg lagi deket 
5013,neutral,aku simpulkan gitu karena aku sendiri mengetahui bbrp pastor yg ternyata pacaran sama te 
5014,neutral,aku apapun suka malah kecuali vanila enek 
5015,neutral,so baru baru ni boyfriend aku ada bagi baju dia then kat baju tu ada lekat bau diaejak dapat baju tu sampai sekarang a 
5016,neutral,aku boncang belakang tapi aku pun nak pulas gak mcm mana 
5017,neutral,ini udah tengah bulan lho mau dateng kapan kamu 
5018,positive,hapi aku gt 
5019,positive,aku pun ade kawan baik yg kawan lame aku sayang sgt tapi die dah taknak dgn aku dan aku pon taknak kwn dgn dia aku cam per 
5020,neutral,pernah dong pas bulan februari kemaren jangan tanya sekarang dia nya dimana karena aku pun tidak tau 
5021,negative,aku juga nangis pas itu baper jadi pengen nikahh 
5022,positive,dia ni aku masal ikan goreng kicap pun kata sedapnya haha itulah kalau org bekerja pastu lum lunch lg benda si 
5023,positive,hahahaha iya bener aku juga gemes sumpah wkwk tiap ngetap tiap ngakak 
5024,neutral,ingat kan aku ya suka lupa gitoh
5025,neutral,hai baik saat ini transaksi kamu sudah kami bantu batalkan yailakan cek kembali 
5026,neutral,masih mikirin kamu kok 1jam lebih 
5027,positive,gemas aku sama kamu yang boleh cium engga 
5028,positive,aku maunya daniel hehehe
5029,neutral,ga minta nomor wa aku sekalian bang 
5030,negative,dan aku sempatlah kata terima kasih dekat abg tu dan sempat gak maki akak tu dalam hati sambil airmata jurai dri 
5031,positive,aku rawat selembut sutra kok 
5032,positive,jadiiii kalo pacar kalian sibuk tuh jangan deh mikirnya abcde mikir aja demi masa depan dia aku dulu juga mikir 
5033,neutral,hayuk sama aku kak aku jg sendiri nih
5034,neutral,ab yg bucin exo mutualan yuu rt rep yaa dn aku ada nya janji follback kenalan ya 
5035,neutral,hei berapa lama lagi aku harus menunggu untuk hantu yang bahkan tidak pernah ada chianti dcf
5036,negative,aku ambik pengajaran dan iktibar dari org yg sudah kehilangan ibu atau bapa mereka mereka lagi rindu parents dia 
5037,negative,orang kata jangan benci nanti lama lama jadi sayang patutlah jerawat aku tak hilang sebab aku benci gila dekat dia 
5038,neutral,pastu tak smpai 10minit balik buka pula lampu toilet sbb nk makan tirai dh buka bsuluh dah cahaya masuk cukup ter 
5039,negative,ni aku nak tanya sikit ni tak penat ke lepas dah kena dump pastu cari yang lain as replacement yang sedihnya pastu kena 
5040,neutral,mau pulang aja aku ga dikenalin gausah tahan aku aku bisa pulang bawa diri sendiri 
5041,neutral,nasi lemakemangkuk dia rare sebab letak telur goyang sekali bukan satu tapi 3 bijiambal dia aku suka pedas2 
5042,neutral,aku di ajak gak 
5043,neutral,pukul 12 30 dah tapi 5 soalan tak sempat baca pun bhai barai aku ingat harini balik pukul 1 
5044,negative,aku ni tak payah confess pun dah boleh tau kena reject 
5045,positive,aaaa aku senank aku senank iyasi ya pasti harus udah ngitung teknis resources nya juga hahaha seru y 
5046,positive,maaf aku ketawa
5047,neutral,hrs inget nama sm line aku pokoknya 
5048,neutral,2 barang aku udah 4hari cobaaa 
5049,positive,pebenda mimpi tadi ni aku dah balik mesia pastu nyesal pastu nak dtg sini balik haha
5050,neutral,tapi kamu spt bagonk 
5051,negative,aku dapat rasakan seolah olah allah mendengar segala rintihan hatikuungguh ciptaan allah itu indah belaka 
5052,neutral,baik aku simpan duit buat bayar ptptn 
5053,neutral,kamu tau ga perasaan aku ke kamu kaya org jawa ngejawab kalo disapa dalem recehkantwitter
5054,neutral,kalau aku ada paypal ni selamat dah semua duit ni tunggu orang bacakan yasin je 
5055,neutral,aku dok 
5056,negative,aku lebih memilih kehilangan kamu daripada terus memaksamu untuk tetap bersamaku tanpa cinta 
5057,neutral,boros dong aku 3g 4 hari palingan
5058,neutral,aing aku ke sana ya nyonya aku mau ke kemvil udah mesen ojek aing ngapain nyonya nonton aingearching ma siapa 
5059,neutral,eii aku memang takleh ngam betul lah dengan orang jenis kalut gelabah bagai ni nak je aku tapakk 
5060,neutral,udah lama ngga aku makan punya kamu iya tau kok enak tapi kamu jangan berisik pelan pelan aja nanti ketauan jun 
5061,positive,gantengnya diaa wish me luckemoga kamu selalu dimudahkan dalam segala urusan 
5062,negative,apa yang aku lakukan selama ini 
5063,neutral,semalam jumpa buku tajuknya how toolve 50 of your problemso aku beli dua buku 
5064,positive,iiiieeeeyy samaan kaya aku dung
5065,neutral,kamu ga sendiri ko 
5066,negative,itutuuuh ituuuu parah ini lebihlebih si galaunya semoga dapet bocoran apa bedanya deh hmm aku jg msh nyari2 soalnyaa
5067,negative,kamu kemana aja sampe saat ini ko ngga ada kabarnya 
5068,neutral,apa hal pertama yang harus kamu lakukan kalau melihat ada pesan mesra dr wanita lain di ponsel ayahmu ingin melabr 
5069,neutral,incase korang berminat nak beli smokestick ni nk photoshot kawen nampak power ke nk main asap malam raya ke nk bagi jin makan 
5070,neutral,20 aku ambil deh hiks 
5071,positive,sama aku juga kak wkwk
5072,negative,ini adalah thread review aku tentang munafik2 
5073,neutral,humor q
5074,positive,dan aku telah memilihmu untuk diriku consciousness mohon maaf lahir batin adjieahmad 
5075,neutral,karena fobia dngan alat kecantikan percaya diri yg kuat tidak suka dngan warna warni ingin pena 
5076,negative,mager moeloe nih aku mah udah hihi
5077,neutral,iya nanya lagi dong ini udah bisa bayar pake rupiah ya kamu m banking bca bayar nya 
5078,positive,jaebum otak kanannya dominan kali ya pas dong aku sm jaebum complete each other hahahaha
5079,neutral,assalamualaikumelamat maljum luangkan waktu 2 20 detik menyimak vidio ini luuuremoga saya kita dia kamuela 
5080,neutral,line dalil dapet informasi dari mana dalil nih ya aku kasih tau dalil aku itu ulan 
5081,neutral,otw mau ngelamar aku
5082,negative,cuma unni yg bilang aku jahat
5083,neutral,boleh boleh nanti kamu kabarin aja ya iyaaa mau ketemu pas ic minggu nanti boleh 
5084,neutral,ini tuh kalo aku bales sekarang telat gak 
5085,negative,kamu kemana aja ga nelpon ga ngabarin emang kamu ngerjain apa sihibuk banget aku marah maaf sayang aku 
5086,neutral,aku kembar sama bayanganku 
5087,negative,saat aku seperti kehilangan diri sendiri berorganisasi tak membuat ku merasa lebih baik bercengkramapun tak membu 
5088,neutral,lah iya aku juga mikir gitu kemarin 
5089,neutral,sabar banget sama manusia kayak aku he's too precious to me walaupun dia dan aku sama sama sibuk t 
5090,neutral,tapi fakta hloo punya temen anak fk swasta disini ceritanya mau ngevent bareng eh kayaknya aku gajadi ikut eve 
5091,neutral,bismillahemoga aku menang ga ini 
5092,negative,aku gak mau anak ig masuk ke twitter 
5093,negative,aku menarik diri aku lari aku menyembunyikannya sendiri aku berlagak seolah olah semuanya berjalan normal 
5094,neutral,kadang kamu butuh waktu ntuk berfikir kmudian ambil keputusan yg tepat 
5095,positive,iya yu lanjut jadinya aku ambil finance yu wkwk thank u yukk 
5096,neutral,dekat jerantut esok sampai isnin aku dekat ipoh 
5097,positive,aku goyang ya bang biar lebih nikmat 
5098,neutral,apa ya perasaan cewek yang pacaran dianter jemput jet pribadi aku ditraktir bakso aja udah baper 
5099,neutral,pundek lah kau kau ingat semua org kaya nk beli baju baru je kau ingat maternity clothes murah pakai baju besar mcm mana pun 
5100,neutral,utk urusan pribadi aku mempercayakan kepada dinda donadamnujusenayan
5101,neutral,aku punnnnnnn tengah tak settle lagi ni wehhhhhhh
5102,positive,haloo my last free pic yah sori buat yg kemarin ini aku ganti biar ga nyakitin mata hahaha 
5103,negative,aku seorang je ke rasa benda ni tak kelakar malah benda ni jugak bodoh 
5104,neutral,doa rezeki tak putus inna haa zaa larizquna maa lahu min na fadesungguhnya ini ialah pemberian kami kepada kamu pember 
5105,negative,ya rabb ampuni aku yang sedang malas malasnyaa inii 
5106,positive,pahamlah aku 
5107,neutral,gak kerasa ya sobat radik udah 1 jam aja vina dan dio nemenin kamu di ensiklopedia see you next timee 
5108,neutral,aku rasa kau just sarcasm tapi still kalau kau serius kau adalah makhluk yg kurang bijak apa yg dorg nk buat masa 
5109,negative,aku salah wkwkwk
5110,neutral,selama perjalanan berasa bimbel dunia parfum kalo aku mirae pasti nyambung ngobrol sama si bapak
5111,neutral,kalo ada yang mau angkut dm aku yaaa bantuin temen ku soalnya dia butuh uang 
5112,neutral,bila kita last gaduh siak jom gaduh 
5113,negative,aku dok sejid la ni
5114,neutral,salah kalau ternyata mantan kamu adalah pacarnya teman kamu yang kamu tau mantanmu punya jenis kelamin yang sama de 
5115,negative,aku diam sebab malas nak fikir serabut serabut kan otak
5116,neutral,orang tua tua punya lawak ni aku tak jumpa pun punchline dia kat mana tapi dia punya gelak aku cakap kau sikit lagi 
5117,neutral,pibedessss haaaaannn gemezz ih pgn cubit tp aku ga nyampe nyubit pipinya happyhanday 
